School,Year,Month,Amount
Jackson/Mann K-8,2014,1,1427.75
Rogers Middle School,2012,9,21237.65
Rogers Middle School,2014,4,2650.22
Rogers Middle School,2013,7,334.4
Rogers Middle School,2016,8,4420
Rogers Middle School,2012,3,1477.38
Rogers Middle School,2016,7,527.25
Rogers Middle School,2012,1,277.36
Rogers Middle School,2015,6,1604.1
Rogers Middle School,2012,5,8524.32
Rogers Middle School,2016,10,11750
Rogers Middle School,2015,7,13328.94
Rogers Middle School,2012,11,2925.42
Rogers Middle School,2013,9,471.7
Rogers Middle School,2015,12,3753.25
Rogers Middle School,2012,2,2926.65
Rogers Middle School,2012,8,11545.8
Rogers Middle School,2015,11,4620
Rogers Middle School,2013,5,3201.46
Rogers Middle School,2014,8,1950.9
Rogers Middle School,2012,12,199
Rogers Middle School,2014,5,10350.5
Rogers Middle School,2015,5,501.66
Rogers Middle School,2015,3,6836.12
Rogers Middle School,2012,6,154.73
Rogers Middle School,2013,8,2329.81
Rogers Middle School,2014,7,7279.7
Rogers Middle School,2016,12,560
Rogers Middle School,2012,10,1871.58
Rogers Middle School,2014,6,42041.5
Rogers Middle School,2013,11,1987.5
Rogers Middle School,2013,12,710
Rogers Middle School,2015,1,4500
Rogers Middle School,2015,8,6679.49
Rogers Middle School,2012,7,2498.74
Rogers Middle School,2013,6,7427.8
Rogers Middle School,2014,9,3927.05
Rogers Middle School,2013,10,5161.5
Rogers Middle School,2014,1,12843.85
"Hennigan, James W. K-8",2012,9,274.02
"Hennigan, James W. K-8",2014,4,3328.04
"Hennigan, James W. K-8",2013,7,402.81
"Hennigan, James W. K-8",2016,11,4072.16
"Hennigan, James W. K-8",2013,3,1168.65
"Hennigan, James W. K-8",2014,2,2126.98
"Hennigan, James W. K-8",2014,10,6642.26
"Hennigan, James W. K-8",2016,1,948.6
"Hennigan, James W. K-8",2014,11,2148.78
"Hennigan, James W. K-8",2012,3,1181
"Hennigan, James W. K-8",2016,7,171.14
"Hennigan, James W. K-8",2013,4,1852.05
"Hennigan, James W. K-8",2012,1,16455.1
"Hennigan, James W. K-8",2017,7,21665.33
"Hennigan, James W. K-8",2015,6,1182.19
"Hennigan, James W. K-8",2016,2,614.56
"Hennigan, James W. K-8",2016,3,4438.45
"Hennigan, James W. K-8",2012,5,8346.15
"Hennigan, James W. K-8",2016,10,3423.26
"Hennigan, James W. K-8",2015,7,16917.56
"Hennigan, James W. K-8",2016,4,806.7
"Hennigan, James W. K-8",2012,11,13919.15
"Hennigan, James W. K-8",2013,9,4494.92
"Hennigan, James W. K-8",2015,12,10587.4
"Hennigan, James W. K-8",2013,2,217.8
"Hennigan, James W. K-8",2012,2,7473.14
"Hennigan, James W. K-8",2015,2,7772.17
"Hennigan, James W. K-8",2012,8,7027.4
"Hennigan, James W. K-8",2015,11,14993.72
"Hennigan, James W. K-8",2012,4,5291.62
"Hennigan, James W. K-8",2013,5,3394.58
"Hennigan, James W. K-8",2014,8,1832.5
"Hennigan, James W. K-8",2013,1,952.3
"Hennigan, James W. K-8",2016,6,20730.52
"Hennigan, James W. K-8",2012,12,1733.81
"Hennigan, James W. K-8",2014,5,11101.14
"Hennigan, James W. K-8",2015,5,114.96
"Hennigan, James W. K-8",2015,4,775.6
"Hennigan, James W. K-8",2012,6,11710.8
"Hennigan, James W. K-8",2013,8,3080.5
"Hennigan, James W. K-8",2014,7,8594.46
"Hennigan, James W. K-8",2016,5,1801.79
"Hennigan, James W. K-8",2016,12,1611.49
"Hennigan, James W. K-8",2012,10,1230.62
"Hennigan, James W. K-8",2014,6,7942.43
"Hennigan, James W. K-8",2017,8,4821.72
"Hennigan, James W. K-8",2015,10,2831.62
"Hennigan, James W. K-8",2013,11,2362.18
"Hennigan, James W. K-8",2013,12,1416.77
"Hennigan, James W. K-8",2015,9,2972.68
"Hennigan, James W. K-8",2014,12,9023.68
"Hennigan, James W. K-8",2014,3,1851.95
"Hennigan, James W. K-8",2015,1,9187.73
"Hennigan, James W. K-8",2015,8,1321.64
"Hennigan, James W. K-8",2012,7,355.3
"Hennigan, James W. K-8",2013,6,13753.89
"Hennigan, James W. K-8",2014,9,340.64
"Hennigan, James W. K-8",2013,10,7307.49
"Hennigan, James W. K-8",2014,1,4029.38
Boston International Newcomers Academy,2012,9,1907.38
Boston International Newcomers Academy,2014,4,12003.92
Boston International Newcomers Academy,2013,7,222.08
Boston International Newcomers Academy,2016,11,2210.66
Boston International Newcomers Academy,2013,3,4039.61
Boston International Newcomers Academy,2014,2,5392.68
Boston International Newcomers Academy,2016,1,3044
Boston International Newcomers Academy,2014,11,28309.59
Boston International Newcomers Academy,2012,3,8209.17
Boston International Newcomers Academy,2016,7,2154.3
Boston International Newcomers Academy,2013,4,1238.68
Boston International Newcomers Academy,2012,1,2233.34
Boston International Newcomers Academy,2017,7,6341.81
Boston International Newcomers Academy,2015,6,311.95
Boston International Newcomers Academy,2016,2,829.37
Boston International Newcomers Academy,2016,3,6972.5
Boston International Newcomers Academy,2012,5,22706.28
Boston International Newcomers Academy,2016,10,9929.42
Boston International Newcomers Academy,2015,7,11611.87
Boston International Newcomers Academy,2016,4,54043.67
Boston International Newcomers Academy,2012,11,11282.14
Boston International Newcomers Academy,2013,9,4242.4
Boston International Newcomers Academy,2015,12,6129.11
Boston International Newcomers Academy,2013,2,11942.68
Boston International Newcomers Academy,2012,2,8380.93
Boston International Newcomers Academy,2015,2,9213.47
Boston International Newcomers Academy,2012,8,17354.85
Boston International Newcomers Academy,2015,11,6353.25
Boston International Newcomers Academy,2012,4,1843.85
Boston International Newcomers Academy,2013,5,58025.33
Boston International Newcomers Academy,2014,8,147018.81
Boston International Newcomers Academy,2013,1,7285.31
Boston International Newcomers Academy,2016,6,34956.3
Boston International Newcomers Academy,2012,12,19886.98
Boston International Newcomers Academy,2014,5,3030.38
Boston International Newcomers Academy,2015,5,8.21
Boston International Newcomers Academy,2015,4,36282.61
Boston International Newcomers Academy,2015,3,7217.45
Boston International Newcomers Academy,2012,6,11389.94
Boston International Newcomers Academy,2013,8,15873.79
Boston International Newcomers Academy,2014,7,88551.6
Boston International Newcomers Academy,2016,5,24612.72
Boston International Newcomers Academy,2016,12,1349.8
Boston International Newcomers Academy,2012,10,911.8
Boston International Newcomers Academy,2014,6,619.68
Boston International Newcomers Academy,2017,8,14816.31
Boston International Newcomers Academy,2015,10,419.9
Boston International Newcomers Academy,2016,9,568.41
Boston International Newcomers Academy,2013,11,87933.68
Boston International Newcomers Academy,2013,12,12640.9
Boston International Newcomers Academy,2015,9,22910.04
Boston International Newcomers Academy,2014,12,1854.29
Boston International Newcomers Academy,2014,3,26957.3
Boston International Newcomers Academy,2015,1,788.41
Boston International Newcomers Academy,2015,8,6936
Boston International Newcomers Academy,2012,7,16248
Boston International Newcomers Academy,2013,6,62153.22
Boston International Newcomers Academy,2014,9,364.67
Boston International Newcomers Academy,2013,10,5600
Boston International Newcomers Academy,2014,1,5068.29
"Mozart, Wolfgang A. Elementary School",2014,4,3667.13
"Mozart, Wolfgang A. Elementary School",2016,11,1821.6
"Mozart, Wolfgang A. Elementary School",2013,3,3219.1
"Mozart, Wolfgang A. Elementary School",2014,2,22533.65
"Mozart, Wolfgang A. Elementary School",2014,10,2948.98
"Mozart, Wolfgang A. Elementary School",2016,1,82.5
"Mozart, Wolfgang A. Elementary School",2014,11,855.63
"Mozart, Wolfgang A. Elementary School",2012,3,561.44
"Mozart, Wolfgang A. Elementary School",2016,7,10808.76
"Mozart, Wolfgang A. Elementary School",2013,4,1374.93
"Mozart, Wolfgang A. Elementary School",2012,1,1748.91
"Mozart, Wolfgang A. Elementary School",2017,7,2356.54
"Mozart, Wolfgang A. Elementary School",2015,6,99.81
"Mozart, Wolfgang A. Elementary School",2016,2,14913.44
"Mozart, Wolfgang A. Elementary School",2016,3,6000
"Mozart, Wolfgang A. Elementary School",2012,5,3974.35
"Mozart, Wolfgang A. Elementary School",2016,10,7331.95
"Mozart, Wolfgang A. Elementary School",2015,7,4431.39
"Mozart, Wolfgang A. Elementary School",2016,4,9582.5
"Mozart, Wolfgang A. Elementary School",2012,11,1621.86
"Mozart, Wolfgang A. Elementary School",2015,12,4404.96
"Mozart, Wolfgang A. Elementary School",2013,2,327.9
"Mozart, Wolfgang A. Elementary School",2012,2,485.07
"Mozart, Wolfgang A. Elementary School",2012,8,859.95
"Mozart, Wolfgang A. Elementary School",2013,5,18189.73
"Mozart, Wolfgang A. Elementary School",2014,8,17018.75
"Mozart, Wolfgang A. Elementary School",2013,1,667.52
"Mozart, Wolfgang A. Elementary School",2016,6,10500
"Mozart, Wolfgang A. Elementary School",2014,5,31274.49
"Mozart, Wolfgang A. Elementary School",2015,4,119.96
"Mozart, Wolfgang A. Elementary School",2015,3,11720
"Mozart, Wolfgang A. Elementary School",2012,6,4886.22
"Mozart, Wolfgang A. Elementary School",2013,8,95.22
"Mozart, Wolfgang A. Elementary School",2014,7,30742.28
"Mozart, Wolfgang A. Elementary School",2016,5,7006.94
"Mozart, Wolfgang A. Elementary School",2016,12,286.22
"Mozart, Wolfgang A. Elementary School",2012,10,1864.4
"Mozart, Wolfgang A. Elementary School",2014,6,49
"Mozart, Wolfgang A. Elementary School",2017,8,8019.7
"Mozart, Wolfgang A. Elementary School",2015,10,565.5
"Mozart, Wolfgang A. Elementary School",2013,11,441.1
"Mozart, Wolfgang A. Elementary School",2015,9,250
"Mozart, Wolfgang A. Elementary School",2014,12,389.85
"Mozart, Wolfgang A. Elementary School",2014,3,316.11
"Mozart, Wolfgang A. Elementary School",2015,8,7914.72
"Mozart, Wolfgang A. Elementary School",2013,6,17702.38
"Mozart, Wolfgang A. Elementary School",2014,9,2264.15
"Mozart, Wolfgang A. Elementary School",2013,10,389.31
"Mozart, Wolfgang A. Elementary School",2014,1,1972.37
Baldwin Early Learning Pilot Academy,2014,4,161459.78
Baldwin Early Learning Pilot Academy,2014,2,72640
Baldwin Early Learning Pilot Academy,2013,4,324886.15
Baldwin Early Learning Pilot Academy,2015,7,120727.73
Baldwin Early Learning Pilot Academy,2013,2,67999.91
Baldwin Early Learning Pilot Academy,2012,2,80000
Baldwin Early Learning Pilot Academy,2012,8,105814.2
Baldwin Early Learning Pilot Academy,2012,4,80000
Baldwin Early Learning Pilot Academy,2013,5,209646.66
Baldwin Early Learning Pilot Academy,2014,8,40882.52
Baldwin Early Learning Pilot Academy,2013,1,28864.77
Baldwin Early Learning Pilot Academy,2012,12,160000
Baldwin Early Learning Pilot Academy,2012,6,80000
Baldwin Early Learning Pilot Academy,2013,8,402483.05
Baldwin Early Learning Pilot Academy,2014,7,105796.88
Baldwin Early Learning Pilot Academy,2012,10,45483.44
Baldwin Early Learning Pilot Academy,2016,9,1085
Baldwin Early Learning Pilot Academy,2013,11,104476.16
Baldwin Early Learning Pilot Academy,2015,9,43098.87
Baldwin Early Learning Pilot Academy,2015,8,82298.78
Baldwin Early Learning Pilot Academy,2012,7,79529
Baldwin Early Learning Pilot Academy,2013,6,41478.55
Baldwin Early Learning Pilot Academy,2014,9,7555.47
Baldwin Early Learning Pilot Academy,2014,1,145280
"Bradley, Manassah E. Elementary School",2012,9,19150.47
"Bradley, Manassah E. Elementary School",2014,4,9341.56
"Bradley, Manassah E. Elementary School",2013,7,49178.21
"Bradley, Manassah E. Elementary School",2016,11,56297.4
"Bradley, Manassah E. Elementary School",2013,3,796.85
"Bradley, Manassah E. Elementary School",2014,2,8533.74
"Bradley, Manassah E. Elementary School",2014,10,2616.33
"Bradley, Manassah E. Elementary School",2016,1,6335.67
"Bradley, Manassah E. Elementary School",2014,11,8583.97
"Bradley, Manassah E. Elementary School",2012,3,8463.53
"Bradley, Manassah E. Elementary School",2013,4,9203.96
"Bradley, Manassah E. Elementary School",2012,1,15988.22
"Bradley, Manassah E. Elementary School",2017,7,27467.5
"Bradley, Manassah E. Elementary School",2015,6,39825.5
"Bradley, Manassah E. Elementary School",2016,2,6034.33
"Bradley, Manassah E. Elementary School",2016,3,2311.21
"Bradley, Manassah E. Elementary School",2012,5,107395.82
"Bradley, Manassah E. Elementary School",2016,10,83223.92
"Bradley, Manassah E. Elementary School",2015,7,16986.01
"Bradley, Manassah E. Elementary School",2016,4,23827.57
"Bradley, Manassah E. Elementary School",2012,11,31803
"Bradley, Manassah E. Elementary School",2013,9,1174
"Bradley, Manassah E. Elementary School",2015,12,5220.97
"Bradley, Manassah E. Elementary School",2013,2,21140.84
"Bradley, Manassah E. Elementary School",2012,2,55019.37
"Bradley, Manassah E. Elementary School",2015,2,2309.56
"Bradley, Manassah E. Elementary School",2012,8,5411.96
"Bradley, Manassah E. Elementary School",2015,11,10378.73
"Bradley, Manassah E. Elementary School",2012,4,6995.19
"Bradley, Manassah E. Elementary School",2013,5,36637.39
"Bradley, Manassah E. Elementary School",2014,8,13084.2
"Bradley, Manassah E. Elementary School",2013,1,17918.94
"Bradley, Manassah E. Elementary School",2016,6,15946.51
"Bradley, Manassah E. Elementary School",2012,12,25716.81
"Bradley, Manassah E. Elementary School",2014,5,60791.88
"Bradley, Manassah E. Elementary School",2015,5,3456
"Bradley, Manassah E. Elementary School",2015,4,8463.32
"Bradley, Manassah E. Elementary School",2015,3,14561.23
"Bradley, Manassah E. Elementary School",2012,6,5261.88
"Bradley, Manassah E. Elementary School",2013,8,16385.8
"Bradley, Manassah E. Elementary School",2014,7,15935.14
"Bradley, Manassah E. Elementary School",2016,5,11287.33
"Bradley, Manassah E. Elementary School",2016,12,9763.11
"Bradley, Manassah E. Elementary School",2012,10,11816.22
"Bradley, Manassah E. Elementary School",2014,6,15652.09
"Bradley, Manassah E. Elementary School",2017,8,12384.71
"Bradley, Manassah E. Elementary School",2015,10,778.35
"Bradley, Manassah E. Elementary School",2016,9,426.63
"Bradley, Manassah E. Elementary School",2013,11,7689.05
"Bradley, Manassah E. Elementary School",2013,12,10772.42
"Bradley, Manassah E. Elementary School",2015,9,24826.08
"Bradley, Manassah E. Elementary School",2014,12,8437.87
"Bradley, Manassah E. Elementary School",2014,3,18136.56
"Bradley, Manassah E. Elementary School",2015,1,5089.11
"Bradley, Manassah E. Elementary School",2015,8,22048
"Bradley, Manassah E. Elementary School",2012,7,3739.71
"Bradley, Manassah E. Elementary School",2013,6,90759.53
"Bradley, Manassah E. Elementary School",2014,9,12169.9
"Bradley, Manassah E. Elementary School",2013,10,7380
"Bradley, Manassah E. Elementary School",2014,1,12341.42
Urban Science Academy,2012,9,1025.87
Urban Science Academy,2014,4,400
Urban Science Academy,2013,7,25035.11
Urban Science Academy,2016,11,18660.54
Urban Science Academy,2013,3,4309.34
Urban Science Academy,2014,2,4170
Urban Science Academy,2016,1,3273.21
Urban Science Academy,2012,3,2825
Urban Science Academy,2013,4,919.98
Urban Science Academy,2012,1,1723.5
Urban Science Academy,2017,7,320
Urban Science Academy,2015,6,3513.65
Urban Science Academy,2016,2,4757.25
Urban Science Academy,2016,3,3451.08
Urban Science Academy,2012,5,14701.13
Urban Science Academy,2016,10,7035.18
Urban Science Academy,2016,4,30845.78
Urban Science Academy,2012,11,10704.72
Urban Science Academy,2013,9,7434
Urban Science Academy,2013,2,5324.8
Urban Science Academy,2012,2,14403.61
Urban Science Academy,2012,8,11046.5
Urban Science Academy,2015,11,1807.92
Urban Science Academy,2012,4,138.37
Urban Science Academy,2013,5,4270
Urban Science Academy,2014,8,499.47
Urban Science Academy,2013,1,4124.6
Urban Science Academy,2016,6,11697.2
Urban Science Academy,2012,12,11712.4
Urban Science Academy,2015,5,10509.99
Urban Science Academy,2015,4,14985.44
Urban Science Academy,2015,3,4213.05
Urban Science Academy,2012,6,17631.46
Urban Science Academy,2013,8,8855
Urban Science Academy,2016,5,13749.92
Urban Science Academy,2016,12,3373.96
Urban Science Academy,2012,10,8430.2
Urban Science Academy,2017,8,1230
Urban Science Academy,2015,10,156.12
Urban Science Academy,2013,11,18577
Urban Science Academy,2013,12,756.36
Urban Science Academy,2015,9,7789.71
Urban Science Academy,2014,12,8492.08
Urban Science Academy,2014,3,4016
Urban Science Academy,2015,1,661.95
Urban Science Academy,2012,7,6827.4
Urban Science Academy,2013,6,3818
Urban Science Academy,2014,9,790.5
Urban Science Academy,2013,10,7960.69
"Trotter, William Monroe K-8",2012,9,13520.77
"Trotter, William Monroe K-8",2014,4,6481.25
"Trotter, William Monroe K-8",2013,7,10422.06
"Trotter, William Monroe K-8",2016,11,10421.44
"Trotter, William Monroe K-8",2013,3,13621.8
"Trotter, William Monroe K-8",2014,2,20883.36
"Trotter, William Monroe K-8",2014,10,5291.7
"Trotter, William Monroe K-8",2016,1,62239.21
"Trotter, William Monroe K-8",2014,11,11391.49
"Trotter, William Monroe K-8",2012,3,21546.7
"Trotter, William Monroe K-8",2016,7,28107.09
"Trotter, William Monroe K-8",2013,4,33921.72
"Trotter, William Monroe K-8",2012,1,20128.62
"Trotter, William Monroe K-8",2017,7,102439.75
